"db";"cmdType";"start";"end";"statname"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_0000000E_2C673916"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_0000000C_2C673916"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_00000009_2C673916"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_0000000F_22DDCEDC"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_00000004_22DDCEDC"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_0000000A_22DDCEDC"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:09";"16:42:09";" _WA_Sys_00000003_22DDCEDC"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:08";"16:42:08";" T_JOB_DETAIL_XML_FILES_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:07";"16:42:07";" _WA_Sys_00000012_44B528D7"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:07";"16:42:07";" _WA_Sys_00000008_44B528D7"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:07";"16:42:07";" _WA_Sys_0000000C_43C1049E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:42:07";"16:42:07";" _WA_Sys_00000008_43C1049E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:41:59";"16:42:07";" _WA_Sys_0000000A_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:41:56";"16:41:59";" _WA_Sys_00000009_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:41:50";"16:41:56";" _WA_Sys_00000007_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:41:41";"16:41:50";" _WA_Sys_00000005_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:41:32";"16:41:41";" _WA_Sys_00000003_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:40:03";"16:41:32";" _WA_Sys_00000002_695C9DA1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:39:56";"16:40:03";" ST_USER_MNG_LOG_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:38:23";"16:39:56";" _WA_Sys_00000009_6774552F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:25:15";"16:38:23";" _WA_Sys_00000007_6774552F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:24:39";"16:25:15";" _WA_Sys_00000005_6774552F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:24:01";"16:24:39";" _WA_Sys_00000004_6774552F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:16:36";"16:24:01";" _WA_Sys_00000003_6774552F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:15:47";"16:16:36";" ST_TASK_LOG_NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:15:03";"16:15:47";" ST_TASK_LOG_NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:44";"16:15:03";" ST_TASK_LOG_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:36";"16:13:44";" _WA_Sys_00000010_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:25";"16:13:36";" _WA_Sys_0000000D_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:17";"16:13:25";" _WA_Sys_0000000C_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:14";"16:13:17";" _WA_Sys_0000000B_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:10";"16:13:14";" _WA_Sys_0000000A_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:13:06";"16:13:10";" _WA_Sys_00000009_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:56";"16:13:06";" _WA_Sys_00000008_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:51";"16:12:56";" _WA_Sys_00000007_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:46";"16:12:51";" _WA_Sys_00000006_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:39";"16:12:46";" _WA_Sys_00000004_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:36";"16:12:39";" _WA_Sys_00000003_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:33";"16:12:36";" _WA_Sys_00000002_6497E884"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:24";"16:12:33";" ST_SERVICE_AUDIT_NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:19";"16:12:24";" ST_SERVICE_AUDIT_170NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:18";"16:12:19";" ST_SERVICE_AUDIT_170NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:09";"16:12:18";" ST_SERVICE_AUDIT_151NN3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:12:02";"16:12:09";" ST_SERVICE_AUDIT_151NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:57";"16:12:02";" ST_SERVICE_AUDIT_151NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:57";" ST_SERVICE_AUDIT_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000007_5FD33367"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000006_5FD33367"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000005_5FD33367"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000003_5FD33367"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000002_5FD33367"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" ST_GENERAL_LOG_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:48";"16:11:48";" _WA_Sys_00000006_2A9EEC35"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:46";"16:11:48";" _WA_Sys_00000005_2A9EEC35"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:44";"16:11:46";" _WA_Sys_00000004_2A9EEC35"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:41";"16:11:44";" _WA_Sys_0000000E_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:39";"16:11:41";" _WA_Sys_0000000A_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:33";"16:11:39";" _WA_Sys_00000009_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:30";"16:11:33";" _WA_Sys_00000007_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:26";"16:11:30";" _WA_Sys_00000006_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:23";"16:11:26";" _WA_Sys_00000004_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:12";"16:11:23";" _WA_Sys_00000003_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:09";"16:11:12";" _WA_Sys_00000002_3E3BD08E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:06";"16:11:09";" SH_PORTFOLIO_EVENT_TCS_15NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:11:02";"16:11:06";" SH_PORTFOLIO_EVENT_TCS_15NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:57";"16:11:02";" SH_PORTFOLIO_EVENT_TCS_150NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:51";"16:10:57";" SH_PORTFOLIO_EVENT_TCS_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:50";"16:10:51";" _WA_Sys_00000018_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:49";"16:10:50";" _WA_Sys_00000016_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:49";"16:10:49";" _WA_Sys_00000015_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:48";"16:10:49";" _WA_Sys_00000013_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:48";"16:10:48";" _WA_Sys_00000010_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:47";"16:10:48";" _WA_Sys_00000003_4CC05EF3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:46";"16:10:47";" SH_PMNT_HEADER_ISABEL_IN_15UN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:46";"16:10:46";" SH_PMNT_HEADER_ISABEL_IN"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:46";"16:10:46";" SH_PMNT_HEADER_ISABEL_IN_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:46";"16:10:46";" _WA_Sys_0000000E_304DA3EA"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:46";" _WA_Sys_00000004_304DA3EA"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:45";" _WA_Sys_00000002_304DA3EA"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:45";" SH_EXT_PARTNER_UPLOAD_TCS_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:45";" _WA_Sys_00000004_6F141213"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:45";" _WA_Sys_00000003_6F141213"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:45";"16:10:45";" _WA_Sys_00000002_6F141213"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:34";"16:10:45";" _WA_Sys_00000012_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:25";"16:10:34";" _WA_Sys_00000011_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:16";"16:10:25";" _WA_Sys_00000010_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:10:13";"16:10:16";" _WA_Sys_0000000F_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:51";"16:10:13";" _WA_Sys_0000000E_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:45";"16:09:51";" _WA_Sys_0000000D_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:37";"16:09:45";" _WA_Sys_0000000C_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:31";"16:09:37";" _WA_Sys_0000000B_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:28";"16:09:31";" _WA_Sys_00000008_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:24";"16:09:28";" _WA_Sys_00000007_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:18";"16:09:24";" _WA_Sys_00000006_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:06";"16:09:18";" _WA_Sys_00000005_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:09:03";"16:09:06";" _WA_Sys_00000004_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:59";"16:09:03";" _WA_Sys_00000002_39AD8A7F"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:52";"16:08:59";" SH_BATCH_LOG160NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:46";"16:08:52";" SH_BATCH_LOG133NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:41";"16:08:46";" SH_BATCH_LOG_NN3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:36";"16:08:41";" SH_BATCH_LOG_NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:30";"16:08:36";" SH_BATCH_LOG_INDX1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:25";"16:08:30";" SH_BATCH_LOG_ARC1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:08:17";"16:08:25";" SH_BATCH_LOG_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:08:17";" SYS_C0031745"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000006_3118447E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000005_3118447E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000002_3118447E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000003_3118447E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_USER_RECENT_ENTITY_INDX1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_USER_RECENT_ENTITY_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000008_2E3BD7D3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000003_2E3BD7D3"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000008_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000009_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000004_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000005_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000002_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000003_2D47B39A"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_USER_ABSENCE_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000002_2C538F61"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000004_2C538F61"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_ENTITY_LOCK163NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_ENTITY_LOCK_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" S_ENTITY_LOCK_INDX2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:14";"16:07:14";" _WA_Sys_00000007_3EB0D1DA"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:14";" _WA_Sys_00000003_3EB0D1DA"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_PRODUCTS_TCS_15NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_PRODUCTS_TCS_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000D_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000C_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000B_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000A_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000008_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000006_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000005_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000004_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_2B5F6B28"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_ELEMENT160NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_ELEMENT160NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_ELEMENT150NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_BLACKLIST_ELEMENT_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000004_297722B6"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_297722B6"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000015_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000017_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000010_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000014_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000F_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000A_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000C_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000006_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000005_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000004_2882FE7D"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" S_AUTHORIZED_EXCEPTION_UN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" AUTHORIZED_EXCEPTION_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000F_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000010_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000A_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000B_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000007_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000005_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000002_1FEDB87C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_TRIGGERS172NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_TRIGGERS172NN2"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_TRIGGERS_11NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_NFT_ST_MISFIRE_GRP"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_STATE"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_NFT_ST_MISFIRE"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_NFT_MISFIRE"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_NFT_ST"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_N_STATE"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_NEXT_FIRE_TIME"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_JG"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_N_G_STATE"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_G"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_J"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_TRIGGERS_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_T_C"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_1D114BD1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_SIMPLE_TRIG_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000002_1D114BD1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000003_147C05D0"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_JOB_DETAILS_11NN1"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_00000002_147C05D0"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_J_GRP"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" IDX_QRTZ_J_REQ_RECOVERY"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" _WA_Sys_0000000B_1293BD5E"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:13";"16:07:13";" QRTZ_JOB_DETAILS_PK"
" IDIT_PRD";" UPDATE_STATISTICS";"16:07:12";"16:07:12";" _WA_Sys_0000000A_1293BD5E"
