"date","time","processFormat","storeDocIndex","storeDataFiles","storeImportFile","testOnly","isError","isWarning","defaultDocDate","internalBatchId","indexFileName","entriesFound","unarchivedDoc","fileSize","totalDocFound","totalDocArchived","totalIndexProcessed","unidentifiedDocs","totalDocsImported","totalPagesImported","totalProcessingTime","avgDocPerSec","avgPagePerSec"
"20211126","10:35:01","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34270","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34271","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:08","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34272","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:12","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34273","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:15","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34274","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:19","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34275","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:22","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34276","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:26","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34277","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:29","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34278","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:32","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34279","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:36","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34280","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:39","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34281","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:43","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34282","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:46","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34283","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:50","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34284","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:53","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34285","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:35:57","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34286","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:01","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34287","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34288","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:08","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34289","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:12","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34290","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:16","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34291","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:20","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34292","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:23","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34293","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:27","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34294","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:30","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34295","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:34","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34296","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:38","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34297","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:41","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34298","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:45","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34299","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:49","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34300","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:36:52","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34301","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:07","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34305","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:11","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34306","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:15","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34307","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:18","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34308","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:22","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34309","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:26","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34310","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:29","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34311","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:33","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34312","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:37","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34313","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:40","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34314","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:44","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34315","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:47","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34316","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:51","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34317","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:55","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34318","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:37:58","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34319","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:01","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34320","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34321","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:09","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34322","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:13","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34323","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:17","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34324","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:20","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34325","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:24","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34326","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:27","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34327","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:31","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34328","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:35","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34329","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:38","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34330","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:42","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34331","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:46","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34332","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:49","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34333","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:53","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34334","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:38:57","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34335","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:00","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34336","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:04","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34337","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:08","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34338","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:11","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34339","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:15","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34340","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:18","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34341","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:22","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34342","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:25","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34343","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:29","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34344","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:32","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34345","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:36","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34346","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:39","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34347","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:43","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34348","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:46","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34349","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:50","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34350","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:54","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34351","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:39:57","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34352","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:01","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34353","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34354","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:08","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34355","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:12","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34356","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:15","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34357","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:19","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34358","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:23","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34359","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:26","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34360","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:30","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34361","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:34","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34362","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:37","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34363","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:41","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34364","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:44","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34365","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:48","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34366","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:51","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34367","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:54","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34368","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:40:58","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34369","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:02","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34370","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34371","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:09","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34372","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:12","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34373","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:16","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34374","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:20","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34375","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:24","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34376","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:27","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34377","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:31","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34378","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:34","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34379","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:38","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34380","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:42","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34381","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:46","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34382","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:50","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34383","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:53","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34384","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:41:57","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34385","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:00","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34386","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:04","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34387","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:08","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34388","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:11","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34389","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:15","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34390","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","10:42:18","SPS Import - Invoice","Yes ","Yes ","No ","False","False","True","26.11.2021","34391","","0","0","0","0","0","0","0","1","1","::","0","0"
"20211126","11:00:20","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34392","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","11:51:54","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34393","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","12:40:29","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34394","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","13:30:19","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34395","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","14:22:52","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34396","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","15:14:36","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34403","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","16:09:46","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34426","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","16:59:40","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34446","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","17:56:06","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34447","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","19:03:32","CCM_Import","Yes ","Yes ","No ","False","True","False","26.11.2021","34448","","0","0","0","0","0","0","0","8060","8060","::","0","0"
"20211126","19:20:19","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34449","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","20:09:13","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34450","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","21:45:55","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34452","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","22:32:21","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34453","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211126","23:22:53","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34454","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","00:12:12","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34455","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","01:00:18","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34456","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","02:25:05","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34457","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","03:57:35","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34458","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","05:13:30","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34459","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","05:59:07","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34460","","0","0","0","0","0","0","0","10000","10000","::","0","0"
"20211127","06:51:53","SPS Import - Invoice","Yes ","Yes ","No ","False","False","False","26.11.2021","34461","","0","0","0","0","0","0","0","10000","10000","::","0","0"
